Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Weight in Kgs.,Date of Joining,Salary,Last % Hike,Place Name,County,City,State,Region
574256,Mrs.,Serena,F,Marshall,F,serena.marshall@yahoo.com,Alfredo Marshall,Odessa Marshall,Bender,11/01/1980,12:05:16 AM,59,05/01/2016,136097,0%,Curtis Bay,Anne Arundel,Curtis Bay,MD,South
215473,Ms.,Maryann,V,Vance,F,maryann.vance@sbcglobal.net,Humberto Vance,Lucy Vance,Aguirre,11/02/1971,7:35:51 PM,54,06/08/2010,116843,11%,Chunky,Newton,Chunky,MS,South
932175,Ms.,Roxie,E,Mckay,F,roxie.mckay@gmail.com,Yong Mckay,Gail Mckay,Hurley,10/14/1989,6:11:58 PM,49,11/25/2013,44868,14%,Piney Fork,Jefferson,Piney Fork,OH,Midwest
472119,Dr.,Sonny,F,Morin,M,sonny.morin@gmail.com,Rich Morin,Grace Morin,Mccall,11/19/1969,12:55:27 AM,60,11/15/2001,120002,12%,Cincinnati,Hamilton,Cincinnati,OH,Midwest
282137,Mr.,Eduardo,Q,Burnett,M,eduardo.burnett@gmail.com,Rafael Burnett,Mable Burnett,Sweeney,3/30/1970,1:14:34 AM,75,2/27/2002,146973,20%,Pelican Lake,Oneida,Pelican Lake,WI,Midwest
395867,Mrs.,Marietta,X,Watson,F,marietta.watson@gmail.com,Johnathon Watson,Elisabeth Watson,Harper,3/25/1971,6:35:09 AM,58,1/31/2014,138943,27%,Prescott,Yavapai,Prescott,AZ,West
923329,Ms.,Nettie,A,Preston,F,nettie.preston@gmail.com,Raymundo Preston,Staci Preston,Blankenship,6/26/1979,4:51:33 PM,40,9/15/2003,174389,23%,Columbus,Franklin,Columbus,OH,Midwest
901654,Mr.,Sandy,P,Gillespie,M,sandy.gillespie@yahoo.com,Hank Gillespie,Briana Gillespie,Cleveland,7/21/1989,5:51:10 AM,76,10/21/2012,143979,11%,Franklin,Oakland,Franklin,MI,Midwest
673438,Dr.,Christopher,Z,Peters,M,christopher.peters@exxonmobil.com,Fritz Peters,Ava Peters,Burton,7/24/1989,12:46:35 AM,63,10/17/2015,157427,22%,Belvidere,Belvidere,Belvidere,KS,Midwest
626693,Ms.,Felicia,S,Gilmore,F,felicia.gilmore@gmail.com,Basil Gilmore,Kari Gilmore,Fulton,02/04/1973,2:11:49 AM,41,2/26/1996,60433,4%,Lee Mont,Lee Mont,Lee Mont,VA,South
683325,Dr.,Tyler,E,Mercado,M,tyler.mercado@gmail.com,Brendan Mercado,Willa Mercado,Rich,4/23/1968,1:01:34 AM,51,12/04/1999,111364,24%,Hattiesburg,Hattiesburg,Hattiesburg,MS,South
486465,Ms.,Arline,N,Campbell,F,arline.campbell@gmail.com,Mac Campbell,Flora Campbell,Foster,12/28/1987,8:41:46 AM,53,04/06/2012,148717,27%,Donovan,Iroquois,Donovan,IL,Midwest
213493,Mrs.,Margo,N,Daniels,F,margo.daniels@gmail.com,Gavin Daniels,Glenda Daniels,Rios,1/26/1970,2:41:45 PM,55,10/14/2009,96218,13%,Madison,Jefferson,Madison,IN,Midwest
234177,Dr.,Kareem,O,Jimenez,M,kareem.jimenez@gmail.com,Courtney Jimenez,Trudy Jimenez,Brock,7/23/1982,3:16:16 PM,61,6/29/2010,105034,16%,Niagara Falls,Niagara,Niagara Falls,NY,Northeast
289041,Mrs.,Nanette,P,Lee,F,nanette.lee@aol.com,Odell Lee,Sue Lee,Travis,5/13/1963,6:34:20 AM,57,9/14/2016,114631,9%,Terra Bella,Tulare,Terra Bella,CA,West
384810,Drs.,Myra,L,Franco,F,myra.franco@hotmail.com,Leland Franco,Mercedes Franco,Nixon,02/11/1990,2:04:02 PM,58,3/25/2012,87704,14%,Shepherdsville,Bullitt,Shepherdsville,KY,South
149750,Mr.,Luther,D,Harrell,M,luther.harrell@hotmail.com,Eric Harrell,Rosanne Harrell,Hudson,1/28/1980,9:21:22 AM,84,12/01/2009,152889,17%,Cuthbert,Randolph,Cuthbert,GA,South
864858,Mr.,Ramon,S,Campbell,M,ramon.campbell@walmart.com,Sydney Campbell,Irma Campbell,Sosa,9/22/1990,3:27:58 PM,81,04/12/2013,194123,26%,Sterling,Windham,Sterling,CT,Northeast
856418,Mrs.,Sallie,J,Huffman,F,sallie.huffman@walmart.com,Benny Huffman,Willie Huffman,Barnes,08/11/1962,5:09:48 AM,60,4/30/2005,70060,24%,Covington,Covington,Covington,GA,South
415537,Hon.,Shirley,Z,Herrera,F,shirley.herrera@gmail.com,Salvatore Herrera,Angelina Herrera,Mccarty,08/04/1977,6:30:05 AM,44,2/28/2010,73333,5%,Garden Grove,Orange,Garden Grove,CA,West
414557,Dr.,Corey,J,Harrell,M,corey.harrell@yahoo.com,Milo Harrell,Kathy Harrell,Mason,7/23/1971,10:24:01 PM,81,5/16/2003,40261,8%,Syracuse,Onondaga,Syracuse,NY,Northeast
999475,Ms.,Carrie,T,Keller,F,carrie.keller@gmail.com,Jimmie Keller,Judy Keller,Leon,03/12/1994,1:42:06 AM,40,7/31/2015,79233,16%,Doddridge,Miller,Doddridge,AR,South
554345,Ms.,Ofelia,J,Rivers,F,ofelia.rivers@gmail.com,Anderson Rivers,Imelda Rivers,Burgess,5/14/1974,10:41:08 PM,46,7/14/2000,53050,18%,Taftville,New London,Taftville,CT,Northeast
349751,Mr.,Shelton,V,Harrison,M,shelton.harrison@yahoo.com,Jason Harrison,Randi Harrison,Stone,4/20/1986,2:18:40 AM,84,09/03/2011,129402,15%,Klemme,Hancock,Klemme,IA,Midwest
194598,Ms.,Carlene,I,Bernard,F,carlene.bernard@aol.com,Cliff Bernard,Liza Bernard,Mason,7/21/1994,11:48:11 PM,60,8/17/2015,56938,10%,Siasconset,Nantucket,Siasconset,MA,Northeast
466860,Ms.,Earline,G,Cherry,F,earline.cherry@bp.com,Jeffry Cherry,Jewel Cherry,Ferguson,7/19/1975,3:32:22 AM,56,04/04/1997,154554,11%,Lykens,Dauphin,Lykens,PA,Northeast
618554,Mrs.,Kitty,U,Mathis,F,kitty.mathis@gmail.com,Hung Mathis,Mia Mathis,Lara,11/02/1958,1:07:30 PM,57,10/26/1991,131033,4%,Portland,Multnomah,Portland,OR,West
535812,Mrs.,Lavonne,B,Carney,F,lavonne.carney@bp.com,Larry Carney,Mari Carney,Mitchell,11/24/1969,7:46:36 PM,41,05/02/2009,143616,20%,Westhoff,DeWitt,Westhoff,TX,South
500345,Mrs.,Reyna,J,Marks,F,reyna.marks@hotmail.com,Francis Marks,Kim Marks,Hayes,10/10/1982,11:15:17 PM,43,3/13/2017,109805,14%,Alliance,Stark,Alliance,OH,Midwest
735598,Hon.,Preston,M,Perez,M,preston.perez@yahoo.com,Mark Perez,Elva Perez,Mccall,10/30/1961,8:12:11 AM,55,10/29/1992,69430,9%,Rudyard,Chippewa,Rudyard,MI,Midwest
921061,Mr.,Isaac,P,Cochran,M,isaac.cochran@charter.net,Melvin Cochran,Priscilla Cochran,Warren,7/14/1964,10:21:05 AM,87,8/25/2006,45973,17%,Lynbrook,Nassau,Lynbrook,NY,Northeast
968785,Mr.,Noe,K,Clay,M,noe.clay@bellsouth.net,Vince Clay,Lilly Clay,Levy,3/22/1975,9:35:29 PM,72,08/11/2002,180086,0%,Solon Mills,McHenry,Solon Mills,IL,Midwest
735499,Ms.,Callie,J,Cohen,F,callie.cohen@aol.com,Pasquale Cohen,Latisha Cohen,Hansen,12/25/1967,12:45:41 AM,45,10/19/1996,56526,30%,New York City,New York,New York City,NY,Northeast
983480,Mr.,Elliott,P,Marks,M,elliott.marks@aol.com,Buford Marks,Jasmine Marks,Dodson,1/29/1966,4:17:58 AM,60,01/05/2000,100866,13%,Atlanta,Fulton,Atlanta,GA,South
206279,Ms.,Georgina,F,Lamb,F,georgina.lamb@gmail.com,Myron Lamb,Bettye Lamb,Jenkins,11/09/1991,5:31:27 PM,42,04/12/2016,56863,9%,Uniontown,Bourbon,Uniontown,KS,Midwest
582100,Mr.,Frances,D,May,M,frances.may@rediffmail.com,Mauro May,Cynthia May,Shaw,11/20/1966,12:31:46 AM,56,12/21/2001,191830,20%,Little Ferry,Bergen,Little Ferry,NJ,Northeast
821988,Mr.,Marc,Y,Hurley,M,marc.hurley@gmail.com,Leo Hurley,Enid Hurley,Griffith,7/21/1982,5:29:18 PM,70,12/13/2016,88052,21%,Robert Lee,Coke,Robert Lee,TX,South
611384,Mr.,Nathaniel,V,Bates,M,nathaniel.bates@exxonmobil.com,Ward Bates,Hilary Bates,Spence,11/02/1967,4:31:45 PM,76,9/20/2003,166017,13%,Covel,Wyoming,Covel,WV,South
993792,Mr.,Colby,O,Holder,M,colby.holder@walmart.com,Parker Holder,Lois Holder,Shannon,08/08/1973,3:28:00 PM,59,01/06/1999,62228,6%,Midland,Muscogee,Midland,GA,South
316999,Mrs.,Dee,W,Love,F,dee.love@ibm.com,Daniel Love,Sandra Love,Holden,9/21/1963,12:17:53 AM,40,07/02/1993,93272,19%,Denham,Denham,Denham,IN,Midwest
880526,Hon.,Willie,M,Gibson,M,willie.gibson@gmail.com,Gordon Gibson,Deirdre Gibson,Whitehead,01/09/1962,6:56:06 PM,61,08/01/1999,191109,1%,Desoto,Dallas,Desoto,TX,South
201612,Drs.,Alison,G,Walsh,F,alison.walsh@btinternet.com,Charley Walsh,Alba Walsh,Ellison,08/12/1971,1:46:06 PM,42,8/20/2010,154700,0%,Monetta,Saluda,Monetta,SC,South
481137,Ms.,Gena,L,Holman,F,gena.holman@ntlworld.com,Reinaldo Holman,Trina Holman,Mclean,05/05/1989,2:26:52 AM,47,6/18/2013,42626,25%,Alix,Franklin,Alix,AR,South
191985,Ms.,Tammy,X,Casey,F,tammy.casey@gmail.com,Duncan Casey,Ronda Casey,Huffman,4/14/1980,5:49:50 PM,51,3/19/2002,192743,25%,Ottoville,Putnam,Ottoville,OH,Midwest
244500,Ms.,Shirley,L,Waller,F,shirley.waller@walmart.com,Phil Waller,Rosanne Waller,Reid,6/24/1959,1:13:09 AM,46,02/10/1990,130706,14%,Martha,Lawrence,Martha,KY,South
920668,Mrs.,Joanna,L,Poole,F,joanna.poole@bellsouth.net,Hiram Poole,Diann Poole,Christensen,5/25/1987,8:23:09 AM,52,06/09/2015,141884,28%,Adrian,Bates,Adrian,MO,Midwest
335470,Mrs.,Amber,Z,Mendoza,F,amber.mendoza@gmail.com,Philip Mendoza,Saundra Mendoza,Patton,02/05/1973,12:10:54 AM,56,09/05/1994,63144,27%,Walpole,Cheshire,Walpole,NH,Northeast
150036,Mrs.,Lourdes,O,Hull,F,lourdes.hull@hotmail.com,Jason Hull,Tracy Hull,Small,5/27/1968,8:35:49 PM,47,11/16/1990,64976,20%,Catalina,Pima,Catalina,AZ,West
251640,Mrs.,Kim,D,England,F,kim.england@gmail.com,Raymundo England,Danielle England,Emerson,2/18/1970,11:45:43 PM,50,6/25/1995,112635,2%,Baxter,Putnam,Baxter,TN,South
588702,Ms.,Haley,O,Maddox,F,haley.maddox@gmail.com,Chester Maddox,Virgie Maddox,Mullins,3/13/1972,9:43:00 PM,48,6/25/2004,160196,25%,Eagar,Apache,Eagar,AZ,West
707453,Mr.,Rory,F,Atkins,M,rory.atkins@gmail.com,Lamar Atkins,Teresa Atkins,Anderson,09/05/1966,1:58:57 PM,52,3/19/1995,155903,2%,Kona,Kona,Kona,KY,South
239168,Drs.,Kathrine,Z,Whitaker,F,kathrine.whitaker@yahoo.com,Andy Whitaker,Dominique Whitaker,Valencia,7/30/1992,10:21:19 PM,46,9/21/2016,183618,21%,Port Bolivar,Galveston,Port Bolivar,TX,South
146790,Hon.,Lou,M,Buckner,F,lou.buckner@gmail.com,Bob Buckner,Jeannine Buckner,Guthrie,10/29/1989,12:01:45 AM,42,11/29/2010,45969,18%,Sheyenne,Eddy,Sheyenne,ND,Midwest
637843,Ms.,Karla,W,Barrera,F,karla.barrera@gmail.com,Kent Barrera,Callie Barrera,Schwartz,6/16/1966,2:57:21 AM,40,05/12/1993,172421,24%,Bozeman,Gallatin,Bozeman,MT,West
689587,Ms.,Ava,M,Kane,F,ava.kane@aol.com,Samuel Kane,Jennifer Kane,Gibson,04/10/1983,2:23:29 AM,40,3/24/2012,82550,30%,Fairbanks,Sullivan,Fairbanks,IN,Midwest
126316,Mrs.,Roseann,A,Riley,F,roseann.riley@aol.com,Logan Riley,Janice Riley,Lara,8/17/1976,7:00:14 PM,50,2/22/2010,73715,17%,Rochford,Pennington,Rochford,SD,Midwest
318026,Ms.,Elizabeth,H,Fernandez,F,elizabeth.fernandez@gmail.com,Carlos Fernandez,Delia Fernandez,Perry,07/04/1995,6:46:27 AM,50,7/31/2016,125562,9%,Dabneys,Dabneys,Dabneys,VA,South
848311,Mrs.,Flora,B,Decker,F,flora.decker@aol.com,Scotty Decker,Lolita Decker,Hebert,8/20/1957,12:07:18 AM,44,6/22/1995,83996,26%,Aurora,Sevier,Aurora,UT,West
774548,Ms.,Shannon,I,Parker,F,shannon.parker@yahoo.com,Rodolfo Parker,Norma Parker,Norman,12/17/1987,5:45:20 PM,56,2/13/2011,96768,16%,North Pole,Fairbanks North Star,North Pole,AK,West
611233,Ms.,James,K,Cain,F,james.cain@gmail.com,Romeo Cain,Debbie Cain,Simpson,01/04/1996,4:50:28 AM,48,2/22/2017,184223,7%,Wilder,Canyon,Wilder,ID,West
421652,Mr.,Craig,N,Roberts,M,craig.roberts@yahoo.co.uk,Darren Roberts,Mari Roberts,Morales,9/26/1964,3:17:19 AM,67,10/22/2004,174547,21%,Rockford,Winnebago,Rockford,IL,Midwest
528969,Hon.,Celina,H,Huffman,F,celina.huffman@aol.com,Archie Huffman,Amy Huffman,Foley,8/25/1977,6:22:31 PM,59,9/15/2002,115518,20%,Wetmore,Custer,Wetmore,CO,West
202408,Ms.,Jimmie,F,Burnett,F,jimmie.burnett@microsoft.com,Jamel Burnett,Annie Burnett,Everett,2/23/1995,11:19:43 PM,52,01/01/2017,146772,8%,Toppenish,Yakima,Toppenish,WA,West
918148,Mrs.,Faye,J,Barrett,F,faye.barrett@sbcglobal.net,Carmen Barrett,Tamera Barrett,Walsh,07/02/1985,1:53:35 PM,51,11/14/2008,120502,13%,Marion,Crittenden,Marion,KY,South
396091,Ms.,Gena,A,Bradley,F,gena.bradley@gmail.com,Landon Bradley,Joanna Bradley,Christensen,2/17/1973,7:07:14 PM,56,10/06/1999,146840,28%,Garden City,Hardin,Garden City,IA,Midwest
808996,Mr.,Deandre,C,Good,M,deandre.good@aol.com,Elias Good,Melba Good,Mann,6/13/1966,11:36:31 AM,70,6/29/2007,95240,26%,South Waterford,Oxford,South Waterford,ME,Northeast
752301,Mr.,Garland,H,Ayers,M,garland.ayers@ibm.com,Myron Ayers,Alfreda Ayers,Vaughn,2/15/1971,1:24:36 PM,52,2/27/2011,77803,12%,Kingston,Madison,Kingston,AR,South
654102,Mr.,Jerrod,C,Bell,M,jerrod.bell@yahoo.com,Spencer Bell,Ada Bell,Hall,7/20/1992,5:37:49 AM,86,11/15/2014,116822,10%,Columbus,Lowndes,Columbus,MS,South
809104,Mr.,Alexis,I,Holland,M,alexis.holland@aol.com,Shirley Holland,Tracey Holland,Parker,12/25/1979,10:50:56 AM,82,8/17/2011,189640,23%,Fort Worth,Tarrant,Fort Worth,TX,South
929548,Mrs.,Deidre,V,Barrett,F,deidre.barrett@yahoo.com,Jeffry Barrett,Cassandra Barrett,Hardin,5/28/1986,3:11:24 PM,48,4/24/2012,71568,3%,Sykesville,Jefferson,Sykesville,PA,Northeast
978535,Mr.,Fred,G,Hoffman,M,fred.hoffman@microsoft.com,Mary Hoffman,Lesley Hoffman,Estrada,07/01/1970,7:55:12 PM,90,02/10/2017,194639,17%,San Antonio,Bexar,San Antonio,TX,South
211729,Mrs.,Effie,X,Santana,F,effie.santana@yahoo.com,Guillermo Santana,Johnnie Santana,Watkins,11/25/1962,6:54:21 PM,51,08/02/1993,148855,15%,Chicora,Butler,Chicora,PA,Northeast
760573,Hon.,Juliette,Y,Mosley,F,juliette.mosley@hotmail.com,Martin Mosley,Rosie Mosley,Roy,09/02/1964,1:10:38 PM,58,01/11/2014,105923,23%,Chancellor,Turner,Chancellor,SD,Midwest
979873,Ms.,Susan,E,Schwartz,F,susan.schwartz@gmail.com,Louis Schwartz,Rosanna Schwartz,Hunt,12/11/1968,5:03:34 AM,47,4/15/2002,165568,27%,Boalsburg,Centre,Boalsburg,PA,Northeast
446702,Mr.,Richie,V,Downs,M,richie.downs@cox.net,Karl Downs,Ila Downs,Burks,10/12/1960,7:04:48 PM,67,10/02/1992,104084,5%,Floriston,Nevada,Floriston,CA,West
505362,Mr.,Winston,I,Griffin,M,winston.griffin@gmail.com,Luke Griffin,Lina Griffin,Johns,12/06/1993,10:06:41 AM,83,2/25/2015,46181,4%,Rural Retreat,Wythe,Rural Retreat,VA,South
451940,Mr.,Sammy,N,Mills,M,sammy.mills@yahoo.com,Andy Mills,Gabriela Mills,Guerrero,2/26/1985,10:22:59 AM,80,5/22/2006,136951,18%,Seminole,Pinellas,Seminole,FL,South
411196,Ms.,Gracie,C,Mosley,F,gracie.mosley@yahoo.co.uk,Alfredo Mosley,Violet Mosley,Prince,11/29/1967,12:57:55 AM,48,1/17/2015,143460,5%,Millers Creek,Millers Creek,Millers Creek,NC,South
636457,Mr.,Manuel,D,Bentley,M,manuel.bentley@yahoo.com,Wilford Bentley,Noemi Bentley,Barton,10/25/1958,7:24:47 AM,78,10/05/2014,157479,30%,Cyclone,Wyoming,Cyclone,WV,South
262702,Mr.,Roberto,O,Hogan,M,roberto.hogan@aol.com,William Hogan,Diann Hogan,Turner,5/24/1964,8:33:31 AM,67,09/06/2003,124788,17%,Liscomb,Marshall,Liscomb,IA,Midwest
422323,Mrs.,Wilma,U,Gray,F,wilma.gray@gmail.com,Eli Gray,Keisha Gray,Hawkins,7/31/1963,1:51:15 AM,46,2/23/2002,184765,23%,Elk Creek,Johnson,Elk Creek,NE,Midwest
328389,Mr.,Roderick,T,Perry,M,roderick.perry@gmail.com,Sal Perry,Claire Perry,Oneal,2/27/1984,9:01:13 PM,81,01/09/2009,149121,21%,West Townsend,Middlesex,West Townsend,MA,Northeast
733184,Hon.,Mayra,L,Bowen,F,mayra.bowen@gmail.com,Clyde Bowen,Terri Bowen,Roth,4/22/1972,2:56:56 PM,48,5/20/2011,53190,27%,San Diego,San Diego,San Diego,CA,West
649821,Mr.,Andres,G,Alexander,M,andres.alexander@yahoo.com,Micah Alexander,Darlene Alexander,Bishop,8/21/1982,6:14:38 AM,58,12/23/2015,99567,26%,Edwards,St. Lawrence,Edwards,NY,Northeast
117956,Mr.,Quentin,B,Carney,M,quentin.carney@gmail.com,Norman Carney,Karyn Carney,Mejia,08/05/1978,12:59:41 AM,83,03/12/2015,194686,10%,Donaldson,Kittson,Donaldson,MN,Midwest
670526,Mrs.,Adrian,W,Dunlap,F,adrian.dunlap@hotmail.com,Lamar Dunlap,Charlotte Dunlap,Middleton,1/16/1985,6:37:38 PM,60,8/26/2013,196585,1%,Hartford,Hartford,Hartford,CT,Northeast
752997,Hon.,Lelia,H,Sawyer,F,lelia.sawyer@gmail.com,Rodolfo Sawyer,Amber Sawyer,Hoover,05/05/1980,10:46:00 AM,46,7/18/2015,199120,24%,Millersburg,Iowa,Millersburg,IA,Midwest
340599,Mr.,Tad,K,Patrick,M,tad.patrick@yahoo.co.in,Shelby Patrick,Odessa Patrick,Adkins,05/07/1977,5:41:08 AM,62,11/24/1998,116817,22%,North Port,North Port,North Port,FL,South
239415,Mrs.,Pansy,V,Macdonald,F,pansy.macdonald@gmail.com,Zachary Macdonald,May Macdonald,Durham,1/19/1973,8:16:17 PM,54,10/28/2015,97818,10%,Hershey,Dauphin,Hershey,PA,Northeast
280326,Mr.,Agustin,J,Gentry,M,agustin.gentry@aol.com,Julian Gentry,Lenora Gentry,Trujillo,11/27/1962,8:18:40 AM,82,6/16/1985,182540,11%,Chattanooga,Hamilton,Chattanooga,TN,South
445516,Mr.,Riley,R,Conley,M,riley.conley@gmail.com,Erwin Conley,Reyna Conley,Olsen,11/06/1991,9:41:27 PM,70,06/10/2013,75199,29%,El Paso,El Paso,El Paso,TX,South
586177,Mr.,Bernard,N,Leach,M,bernard.leach@sbcglobal.net,Buddy Leach,Katheryn Leach,Stewart,11/18/1989,11:06:59 PM,53,12/28/2012,66743,28%,Kiowa,Elbert,Kiowa,CO,West
866614,Hon.,Lonnie,S,Gonzales,M,lonnie.gonzales@aol.com,Adolph Gonzales,Elizabeth Gonzales,Compton,05/12/1968,3:40:36 PM,72,02/11/2005,113546,28%,Missouri City,Fort Bend,Missouri City,TX,South
751376,Mr.,Courtney,G,Barnes,M,courtney.barnes@ntlworld.com,Augustine Barnes,Lana Barnes,Barry,07/03/1993,5:09:14 PM,58,12/01/2014,98833,8%,Elliston,Roanoke,Elliston,VA,South
196645,Mrs.,Eliza,R,Odonnell,F,eliza.odonnell@msn.com,Alphonso Odonnell,Milagros Odonnell,Sharp,2/15/1987,1:16:35 PM,46,1/18/2013,155891,16%,Worcester,Worcester,Worcester,MA,Northeast
728839,Mr.,Jody,D,Mejia,M,jody.mejia@verizon.net,Bennett Mejia,Twila Mejia,Dillon,11/22/1959,6:55:41 PM,57,09/01/2013,55958,17%,Rineyville,Hardin,Rineyville,KY,South
694921,Ms.,Pam,L,Stuart,F,pam.stuart@gmail.com,Guy Stuart,Willa Stuart,Mcmillan,1/20/1967,6:11:01 PM,48,2/28/1990,132035,3%,Stockton,Worcester,Stockton,MD,South
719798,Mr.,Trevor,M,Romero,M,trevor.romero@gmail.com,Frankie Romero,Jannie Romero,Stuart,09/09/1982,8:21:00 AM,68,03/12/2013,124965,23%,Clifton,Passaic,Clifton,NJ,Northeast
375797,Ms.,Tamara,Z,Perez,F,tamara.perez@aol.com,Alexander Perez,Crystal Perez,Brown,4/25/1976,10:01:46 PM,45,12/30/2012,192689,10%,Essington,Delaware,Essington,PA,Northeast
160350,Ms.,Bonita,N,Dixon,F,bonita.dixon@gmail.com,Marc Dixon,Callie Dixon,Ashley,09/02/1978,5:20:20 PM,49,10/24/2003,119978,24%,Kennett Square,Chester,Kennett Square,PA,Northeast
937931,Mr.,Raphael,O,Durham,M,raphael.durham@bp.com,Jonah Durham,Teresa Durham,Fischer,04/08/1972,12:47:05 AM,69,11/07/2010,96734,20%,Elm City,Wilson,Elm City,NC,South
155916,Mrs.,Rosanne,M,Mendoza,F,rosanne.mendoza@shell.com,Isiah Mendoza,Charlotte Mendoza,Chambers,9/22/1958,6:56:03 AM,41,01/11/1980,120595,17%,White Lake,Aurora,White Lake,SD,Midwest
905335,Ms.,Ola,E,Hays,F,ola.hays@exxonmobil.com,Zachariah Hays,Judy Hays,Dunlap,12/02/1979,2:55:59 AM,45,5/16/2014,96619,25%,Redlands,San Bernardino,Redlands,CA,West
502509,Ms.,Genevieve,P,Finley,F,genevieve.finley@charter.net,Sebastian Finley,Melinda Finley,Keith,11/07/1957,12:17:45 AM,41,5/18/2003,135726,27%,Ora,Starke,Ora,IN,Midwest
563580,Mr.,Lamont,Q,Albert,M,lamont.albert@yahoo.com,Ali Albert,Bernice Albert,Ortiz,04/09/1968,5:27:17 PM,54,8/20/1995,106870,6%,Cassville,Huntingdon,Cassville,PA,Northeast
433698,Ms.,Margie,R,Vincent,F,margie.vincent@ibm.com,Russel Vincent,Greta Vincent,Lloyd,11/04/1974,7:51:41 PM,56,12/22/2006,118038,27%,Corpus Christi,Nueces,Corpus Christi,TX,South
163351,Mr.,Terrell,V,Sears,M,terrell.sears@yahoo.co.uk,Josue Sears,Imogene Sears,Hahn,4/27/1970,6:08:43 PM,61,10/31/1997,60737,9%,Crouseville,Aroostook,Crouseville,ME,Northeast
898816,Ms.,Edna,E,Riddle,F,edna.riddle@walmart.com,Thurman Riddle,Katherine Riddle,Best,9/20/1960,11:38:03 AM,48,10/21/2007,94034,7%,Calimesa,Riverside,Calimesa,CA,West
641368,Mr.,Lindsey,O,Griffin,M,lindsey.griffin@gmail.com,Rusty Griffin,Judy Griffin,Morse,11/26/1978,1:36:51 PM,53,2/27/2004,79954,19%,Winston Salem,Forsyth,Winston Salem,NC,South
177982,Ms.,Lorrie,G,Sears,F,lorrie.sears@gmail.com,Alexis Sears,Frankie Sears,Crosby,10/27/1972,7:18:34 PM,53,1/16/1998,54762,1%,Montara,San Mateo,Montara,CA,West
330889,Prof.,Denver,C,Mays,M,denver.mays@charter.net,Hugo Mays,Lillian Mays,Mills,3/26/1969,6:00:51 AM,77,07/04/2015,82632,19%,Merrill,Lincoln,Merrill,WI,Midwest
639474,Ms.,Daisy,I,Giles,F,daisy.giles@yahoo.ca,Lenard Giles,Renee Giles,Lopez,10/30/1987,2:34:21 PM,41,4/29/2017,92138,3%,Lutz,Hillsborough,Lutz,FL,South
911800,Ms.,Esperanza,I,Wade,F,esperanza.wade@gmail.com,Sidney Wade,Jody Wade,Reyes,2/26/1970,12:36:02 AM,46,8/28/2014,94276,24%,Ruffin,Rockingham,Ruffin,NC,South
222807,Drs.,Janice,J,Berg,F,janice.berg@gmail.com,Deon Berg,Lucia Berg,Maddox,5/25/1958,8:12:04 AM,57,11/06/1981,185898,19%,Bladensburg,Knox,Bladensburg,OH,Midwest
516945,Mrs.,Helene,M,Gallegos,F,helene.gallegos@gmail.com,Theron Gallegos,Donna Gallegos,Kramer,3/28/1989,10:16:07 PM,60,12/03/2012,166924,24%,Hunter,Garfield,Hunter,OK,South
230829,Hon.,Rosario,F,Tyson,F,rosario.tyson@gmail.com,Shane Tyson,Nell Tyson,Foreman,6/25/1996,8:17:46 AM,59,6/25/2017,46179,30%,Garcia,Costilla,Garcia,CO,West
133610,Hon.,Teresa,X,Bowen,F,teresa.bowen@ibm.com,Richie Bowen,Sheri Bowen,Austin,08/02/1986,9:46:27 PM,59,12/24/2009,131410,9%,Allenhurst,Monmouth,Allenhurst,NJ,Northeast
791967,Mrs.,Janna,J,Joseph,F,janna.joseph@gmail.com,Rodney Joseph,Robyn Joseph,Snyder,9/29/1981,5:02:54 AM,58,9/26/2014,96725,27%,Durham,Androscoggin,Durham,ME,Northeast
772354,Ms.,Erika,U,Myers,F,erika.myers@gmail.com,Bret Myers,Monica Myers,Blanchard,4/26/1975,1:34:31 AM,41,12/13/2002,87760,0%,Walkersville,Frederick,Walkersville,MD,South
909265,Mr.,Mohamed,X,Fitzgerald,M,mohamed.fitzgerald@aol.com,George Fitzgerald,Virginia Fitzgerald,Richards,3/24/1959,10:55:35 PM,56,2/20/2013,83708,25%,Dallas,Dallas,Dallas,TX,South
208763,Hon.,Mohammad,F,Downs,M,mohammad.downs@gmail.com,Burt Downs,Juliet Downs,Carlson,11/28/1975,12:19:46 AM,69,10/31/2013,178707,22%,Spur,Dickens,Spur,TX,South
679572,Mr.,Felipe,I,Vance,M,felipe.vance@gmail.com,Stephan Vance,Gale Vance,Burt,2/15/1962,12:57:55 AM,74,6/18/1987,155186,4%,Chetopa,Labette,Chetopa,KS,Midwest
992569,Dr.,Rusty,K,Moran,M,rusty.moran@aol.com,Garland Moran,Rhoda Moran,Barry,3/29/1980,1:10:14 PM,90,6/16/2004,151325,29%,Ferris,Hancock,Ferris,IL,Midwest
821754,Mrs.,Kirsten,T,Wolf,F,kirsten.wolf@aol.com,Mitchel Wolf,Nancy Wolf,Hansen,04/05/1961,12:40:52 AM,41,11/09/1985,176179,2%,Joyce,Winn,Joyce,LA,South
751897,Mrs.,Mercedes,T,Glass,F,mercedes.glass@ntlworld.com,Giovanni Glass,April Glass,Snyder,5/29/1964,6:51:42 AM,52,8/24/1988,51802,29%,Fall River Mills,Shasta,Fall River Mills,CA,West
